gene_id	Control	Experimental
ENSMUSG00000000001|Gnai3	71.4586690211032	66.6062939822827
ENSMUSG00000000003|Pbsn	0	0
ENSMUSG00000000028|Cdc45	43.5928232852783	39.3356816360509
ENSMUSG00000000031|H19	0.369758142371369	0.443384829583718
ENSMUSG00000000037|Scml2	16.0423823510811	16.7039661436339
ENSMUSG00000000049|Apoh	18.7486495667023	19.1286444924676
ENSMUSG00000000056|Narf	3.92638180689515	4.09728196905653
ENSMUSG00000000058|Cav2	0.172707247131518	0.306818455744445
ENSMUSG00000000078|Klf6	5.66633861954731	6.30100517115937
ENSMUSG00000000085|Scmh1	150.934128944619	159.787432573514
ENSMUSG00000000088|Cox5a	65.5399006499934	67.6135123955715
ENSMUSG00000000093|Tbx2	1.15345532963795	0.965334019620913
ENSMUSG00000000094|Tbx4	1.72565740329842	1.93411787676213
ENSMUSG00000000103|Zfy2	4.0856956308922	3.92721004842621
ENSMUSG00000000120|Ngfr	24.0902480537606	22.8234627872953
ENSMUSG00000000125|Wnt3	5.83834009761103	7.70295387634874
ENSMUSG00000000126|Wnt9a	0.0442230664944102	0.0593181255089441
ENSMUSG00000000127|Fer	54.2134429770404	53.2908558935963
ENSMUSG00000000131|Xpo6	363.92599173003	356.864923493838
ENSMUSG00000000134|Tfe3	2.67537915036754	2.26639645675879
ENSMUSG00000000142|Axin2	1.53247352245862	1.40452125673787
ENSMUSG00000000148|Brat1	15.351697528374	15.8955693640758
ENSMUSG00000000149|Gna12	29.8897815888319	29.0774868041099
ENSMUSG00000000154|Slc22a18	19.1024585382823	17.6529437683009
ENSMUSG00000000157|Itgb2l	0	0
ENSMUSG00000000159|Igsf5	0.116918383460678	0.0240928805803264
ENSMUSG00000000167|Pih1d2	66.7096731796938	62.2513432099494
ENSMUSG00000000168|Dlat	241.519832052954	253.267506405238
ENSMUSG00000000171|Sdhd	68.0823485803849	61.7835172364316
ENSMUSG00000000182|Fgf23	0	0.00618855338925657
ENSMUSG00000000183|Fgf6	0.0782803689296227	0.0533794284848699
ENSMUSG00000000184|Ccnd2	1.36465274205718	1.41703400040816
ENSMUSG00000000194|Gpr107	102.662665654531	98.4923512160935
ENSMUSG00000000197|Nalcn	0.552236015403787	0.617662033959635
ENSMUSG00000000202|Btbd17	0.284916806718683	0.28122837341514
ENSMUSG00000000204|Slfn4	0.455255035156751	0.467420265251632
ENSMUSG00000000214|Th	0.123395983389593	0.136395711223094
ENSMUSG00000000215|Ins2	0.121945332619382	0.0901739326234907
ENSMUSG00000000216|Scnn1g	0.0189031842676062	0.0115949382466788
ENSMUSG00000000223|Drp2	0.770736660948369	0.746067935288589
ENSMUSG00000000244|Tspan32	0.020019188124826	0.0718439505074571
ENSMUSG00000000247|Lhx2	4.31399367447503	5.61913799430598
ENSMUSG00000000248|Clec2g	0.0138902473801353	0.00531100484923422
ENSMUSG00000000253|Gmpr	1.76191766558027	2.16031920790986
ENSMUSG00000000263|Glra1	0.075798173907944	0.0494747863121928
ENSMUSG00000000266|Mid2	0.378749189019177	0.293823955863853
ENSMUSG00000000275|Trim25	1.82692585971067	1.64964445760496
ENSMUSG00000000276|Dgke	22.9560033383896	19.1617093528969
ENSMUSG00000000278|Scpep1	35.1956902381962	31.641840474767
ENSMUSG00000000282|Mnt	56.4632336414643	59.2691815311867
ENSMUSG00000000290|Itgb2	0.833803509896094	0.785284933899001
ENSMUSG00000000295|Hddc2	0.799837515483646	0.887281745594743
ENSMUSG00000000296|Tpd52l1	2.14244397290351	1.94083844797782
ENSMUSG00000000301|Pemt	13.9041016245643	12.4152128762805
ENSMUSG00000000303|Cdh1	0.264716150868106	0.263893042442608
ENSMUSG00000000305|Cdh4	1.75801265364726	1.4418058030968
ENSMUSG00000000308|Ckmt1	0.0797098790580151	0.0909971399499996
ENSMUSG00000000317|Bcl6b	5.61655499881379	7.10874360597188
ENSMUSG00000000318|Clec10a	1.92905149713836	1.91501011648287
ENSMUSG00000000320|Alox12	1.0955079882947	1.01863057262713
ENSMUSG00000000325|Arvcf	2.80419735876994	2.90472921654725
ENSMUSG00000000326|Comt	4.36014549050671	3.384295748758
ENSMUSG00000000339|Rtca	63.3453149854813	58.2949281671867
ENSMUSG00000000340|Dbt	2.57755699619672	3.011495075519
ENSMUSG00000000346|Dazap2	115.176744350853	112.670948673971
ENSMUSG00000000355|Mcts1	0.443906135193775	0.439870521261405
ENSMUSG00000000359|Rem1	0.0321034536272908	0.101073742490939
ENSMUSG00000000365|Rnf17	341.461511549828	331.851521097746
ENSMUSG00000000374|Trappc10	37.5675031600829	40.5566560184908
ENSMUSG00000000378|Ccm2	9.54441121093607	9.41296924084835
ENSMUSG00000000381|Wap	0.0261714920539485	0.0413368777963981
ENSMUSG00000000384|Tbrg4	76.1898703593089	71.7797658866752
